car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,age_squared,km_per_year,power_per_cc,mileage_per_hp,age_km_interaction,engine_power_interaction,engine_category,brand_group,brand_model
Datsun RediGO,Datsun,RediGO,3,18628,Dealer,Petrol,Automatic,22.5,999,67.0,5,270000,9,4657.0,0.067,0.33088235294117646,55884,66933.0,Small,Mass Market,Datsun_RediGO
Hyundai Verna,Hyundai,Verna,3,30000,Individual,Diesel,Automatic,22.0,1582,126.2,5,1200000,9,7500.0,0.07972204674668351,0.17295597484276728,90000,199648.4,Mid,Mass Market,Hyundai_Verna
Mahindra Thar,Mahindra,Thar,5,5000,Dealer,Diesel,Manual,16.55,2498,105.0,6,825000,25,833.3333333333334,0.04201680672268908,0.1561320754716981,25000,262290.0,Mid,Mass Market,Mahindra_Thar
Honda Amaze,Honda,Amaze,6,92707,Dealer,Diesel,Manual,25.8,1498,98.6,5,395000,36,13243.857142857143,0.0657771847898599,0.25903614457831325,556242,147702.8,Small,Mass Market,Honda_Amaze
Ford Ecosport,Ford,Ecosport,7,78000,Dealer,Diesel,Manual,22.7,1498,89.84,5,425000,49,9750.0,0.05993328885923949,0.24988991633641566,546000,134580.32,Small,Mass Market,Ford_Ecosport
Mahindra Thar,Mahindra,Thar,3,40000,Individual,Diesel,Manual,16.55,2498,105.0,6,850000,9,10000.0,0.04201680672268908,0.1561320754716981,120000,262290.0,Mid,Mass Market,Mahindra_Thar
Honda Amaze,Honda,Amaze,2,15787,Dealer,Petrol,Manual,18.0,1198,86.7,5,650000,4,5262.333333333333,0.07231025854879067,0.20524515393386544,31574,103866.6,Small,Mass Market,Honda_Amaze
Maruti Ertiga,Maruti,Ertiga,6,68532,Dealer,CNG,Manual,22.8,1373,80.9,7,625000,36,9790.285714285714,0.058879184861717615,0.2783882783882784,411192,111075.70000000001,Small,Mass Market,Maruti_Ertiga
Honda City,Honda,City,7,56664,Dealer,Diesel,Manual,25.6,1498,97.9,5,591000,49,7083.0,0.06531020680453636,0.25884732052578363,396648,146654.2,Small,Mass Market,Honda_City
Toyota Fortuner,Toyota,Fortuner,1,29000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,3650000,1,14500.0,0.06331640058055152,0.0735042735042735,29000,480747.5,Large,Mass Market,Toyota_Fortuner
Mahindra XUV500,Mahindra,XUV500,4,112000,Dealer,Diesel,Manual,16.0,2179,140.0,7,1250000,16,22400.0,0.06422018348623854,0.11347517730496454,448000,305060.0,Mid,Mass Market,Mahindra_XUV500
Renault Duster,Renault,Duster,7,179000,Individual,Diesel,Manual,19.01,1461,108.45,5,550000,49,22375.0,0.07417920656634747,0.17368661489264506,1253000,158445.45,Small,Mass Market,Renault_Duster
Maruti Alto,Maruti,Alto,15,70000,Individual,Petrol,Manual,19.7,796,46.3,5,100000,225,4375.0,0.05809284818067754,0.4164904862579281,1050000,36854.799999999996,Small,Mass Market,Maruti_Alto
Toyota Innova,Toyota,Innova,2,31000,Dealer,Diesel,Manual,13.68,2393,147.51,7,2200000,4,10333.333333333334,0.06161654135338346,0.09211500909029695,62000,352991.43,Mid,Mass Market,Toyota_Innova
Ford Figo,Ford,Figo,7,67700,Dealer,Diesel,Manual,20.0,1399,68.05,5,285000,49,8462.5,0.048607142857142856,0.28964518464880523,473900,95201.95,Small,Mass Market,Ford_Figo
Hyundai i20,Hyundai,i20,10,77590,Dealer,Diesel,Manual,21.9,1396,90.0,5,420000,100,7053.636363636364,0.06442376521116679,0.24065934065934064,775900,125640.0,Small,Mass Market,Hyundai_i20
Honda City,Honda,City,4,54000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,940000,16,10800.0,0.07830440587449933,0.1521555367709214,216000,175598.1,Small,Mass Market,Honda_City
Mahindra Thar,Mahindra,Thar,3,45000,Dealer,Diesel,Manual,16.55,2498,105.0,6,900000,9,11250.0,0.04201680672268908,0.1561320754716981,135000,262290.0,Mid,Mass Market,Mahindra_Thar
Maruti Swift Dzire,Maruti,Swift Dzire,9,68600,Individual,Diesel,Manual,28.4,1248,74.02,5,360000,81,6860.0,0.05926341072858286,0.3785657158091176,617400,92376.95999999999,Small,Mass Market,Maruti_Swift Dzire
Maruti Ciaz,Maruti,Ciaz,4,47000,Dealer,Diesel,Manual,28.09,1248,88.5,5,745000,16,9400.0,0.07085668534827862,0.31385474860335194,188000,110448.0,Small,Mass Market,Maruti_Ciaz
Honda Amaze,Honda,Amaze,4,33033,Dealer,Petrol,Manual,17.8,1198,86.7,5,475000,16,6606.6,0.07231025854879067,0.20296465222348917,132132,103866.6,Small,Mass Market,Honda_Amaze
Honda Jazz,Honda,Jazz,2,12000,Dealer,Petrol,Manual,18.7,1199,88.7,5,825000,4,4000.0,0.07391666666666667,0.2084726867335563,24000,106351.3,Small,Mass Market,Honda_Jazz
Honda Jazz,Honda,Jazz,3,19023,Dealer,Diesel,Manual,27.3,1498,98.6,5,1010000,9,4755.75,0.0657771847898599,0.2740963855421687,57069,147702.8,Small,Mass Market,Honda_Jazz
BMW 7,BMW,7,10,70000,Individual,Diesel,Automatic,14.49,2993,258.0,5,1950000,100,6363.636363636364,0.08617234468937876,0.055945945945945944,700000,772194.0,Large,Luxury,BMW_7
Maruti Celerio,Maruti,Celerio,7,29000,Dealer,Petrol,Automatic,23.1,998,67.04,5,449000,49,3625.0,0.06710710710710711,0.3395061728395062,203000,66905.92000000001,Small,Mass Market,Maruti_Celerio
BMW 5,BMW,5,4,24000,Dealer,Diesel,Automatic,22.48,1995,187.74,5,3100000,16,4800.0,0.09405811623246493,0.11910564798135,96000,374541.30000000005,Mid,Luxury,BMW_5
BMW 5,BMW,5,8,43000,Dealer,Diesel,Automatic,18.12,1995,190.0,5,2600000,64,4777.777777777777,0.09519038076152304,0.09486910994764398,344000,379050.0,Mid,Luxury,BMW_5
Toyota Innova,Toyota,Innova,6,163000,Dealer,Diesel,Manual,12.8,2494,102.0,7,1150000,36,23285.714285714286,0.04088176352705411,0.12427184466019418,978000,254388.0,Mid,Mass Market,Toyota_Innova
Maruti Vitara,Maruti,Vitara,5,69919,Dealer,Diesel,Manual,24.3,1248,88.5,5,725000,25,11653.166666666666,0.07085668534827862,0.27150837988826815,349595,110448.0,Small,Mass Market,Maruti_Vitara
Volkswagen Polo,Volkswagen,Polo,5,32555,Dealer,Petrol,Automatic,17.21,1197,103.5,5,699000,25,5425.833333333333,0.08639398998330551,0.16468899521531102,162775,123889.5,Small,Mass Market,Volkswagen_Polo
Hyundai Elantra,Hyundai,Elantra,3,22000,Dealer,Petrol,Manual,14.59,1999,149.92,5,1125000,9,5500.0,0.07496,0.09667373442883648,66000,299690.07999999996,Mid,Mass Market,Hyundai_Elantra
Mahindra Scorpio,Mahindra,Scorpio,6,100000,Individual,Diesel,Manual,15.4,2523,75.0,7,800000,36,14285.714285714286,0.029714738510301108,0.2026315789473684,600000,189225.0,Large,Mass Market,Mahindra_Scorpio
Toyota Innova,Toyota,Innova,6,172000,Dealer,Diesel,Manual,12.99,2494,100.0,7,1179000,36,24571.428571428572,0.04008016032064128,0.12861386138613862,1032000,249400.0,Mid,Mass Market,Toyota_Innova
Honda City,Honda,City,3,29000,Dealer,Petrol,Manual,17.4,1497,117.6,5,849000,9,7250.0,0.07850467289719626,0.1467116357504216,87000,176047.19999999998,Small,Mass Market,Honda_City
Honda Jazz,Honda,Jazz,5,56214,Dealer,Diesel,Manual,27.3,1498,98.6,5,450000,25,9369.0,0.0657771847898599,0.2740963855421687,281070,147702.8,Small,Mass Market,Honda_Jazz
Hyundai i20,Hyundai,i20,4,70650,Individual,Petrol,Manual,18.6,1197,81.83,5,600000,16,14130.0,0.06830550918196995,0.22455632017385008,282600,97950.51,Small,Mass Market,Hyundai_i20
Hyundai i20,Hyundai,i20,3,90000,Individual,Diesel,Manual,22.54,1396,88.76,5,650000,9,22500.0,0.06353614889047961,0.2511140819964349,270000,123908.96,Small,Mass Market,Hyundai_i20
BMW 3,BMW,3,5,57001,Dealer,Diesel,Automatic,18.88,1995,184.0,5,2025000,25,9500.166666666666,0.09218436873747494,0.10205405405405404,285005,367080.0,Mid,Luxury,BMW_3
Maruti Wagon R,Maruti,Wagon R,9,54000,Dealer,Petrol,Manual,18.9,998,67.1,5,290000,81,5400.0,0.06716716716716715,0.2775330396475771,486000,66965.79999999999,Small,Mass Market,Maruti_Wagon R
Maruti Alto,Maruti,Alto,11,100000,Individual,Petrol,Manual,19.7,796,46.3,5,180000,121,8333.333333333334,0.05809284818067754,0.4164904862579281,1100000,36854.799999999996,Small,Mass Market,Maruti_Alto
Hyundai Santro,Hyundai,Santro,2,8000,Individual,Petrol,Manual,20.3,1086,68.0,5,500000,4,2666.6666666666665,0.062557497700092,0.2942028985507246,16000,73848.0,Small,Mass Market,Hyundai_Santro
Mahindra Bolero,Mahindra,Bolero,10,73625,Dealer,Diesel,Manual,13.6,2523,63.0,7,378000,100,6693.181818181818,0.02496038034865293,0.2125,736250,158949.0,Large,Mass Market,Mahindra_Bolero
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,40000,Dealer,Petrol,Automatic,11.74,1796,186.0,5,850000,100,3636.3636363636365,0.10350584307178631,0.0627807486631016,400000,334056.0,Mid,Luxury,Mercedes-Benz_C-Class
Hyundai Elantra,Hyundai,Elantra,9,90000,Individual,Diesel,Manual,22.7,1582,126.24,5,950000,81,9000.0,0.07974731522425774,0.17840301791889343,810000,199711.68,Mid,Mass Market,Hyundai_Elantra
Ford Ecosport,Ford,Ecosport,5,62131,Dealer,Diesel,Manual,21.7,1498,98.96,5,590000,25,10355.166666666666,0.06601734489659773,0.21708683473389356,310655,148242.08,Small,Mass Market,Ford_Ecosport
Volkswagen Polo,Volkswagen,Polo,2,23441,Dealer,Diesel,Manual,20.14,1498,88.5,5,850000,4,7813.666666666667,0.0590393595730487,0.22502793296089385,46882,132573.0,Small,Mass Market,Volkswagen_Polo
Mahindra KUV,Mahindra,KUV,5,23521,Dealer,Petrol,Manual,18.15,1198,82.0,6,450000,25,3920.1666666666665,0.06839032527105922,0.2186746987951807,117605,98236.0,Small,Mass Market,Mahindra_KUV
Ford Ecosport,Ford,Ecosport,6,55375,Individual,Diesel,Manual,22.77,1498,98.59,5,800000,36,7910.714285714285,0.06577051367578386,0.22863741339491916,332250,147687.82,Small,Mass Market,Ford_Ecosport
Toyota Innova,Toyota,Innova,3,37000,Dealer,Diesel,Automatic,11.36,2755,171.5,8,1950000,9,9250.0,0.06222786647314949,0.06585507246376811,111000,472482.5,Large,Mass Market,Toyota_Innova
Hyundai i10,Hyundai,i10,7,27123,Dealer,Petrol,Manual,20.36,1197,78.9,5,300000,49,3390.375,0.06585976627712856,0.2548185231539424,189861,94443.3,Small,Mass Market,Hyundai_i10
Hyundai Grand,Hyundai,Grand,6,29000,Dealer,Petrol,Manual,18.9,1197,82.0,5,495000,36,4142.857142857143,0.06844741235392321,0.22771084337349395,174000,98154.0,Small,Mass Market,Hyundai_Grand
Hyundai Grand,Hyundai,Grand,7,40000,Individual,Petrol,Manual,18.9,1197,82.0,5,500000,49,5000.0,0.06844741235392321,0.22771084337349395,280000,98154.0,Small,Mass Market,Hyundai_Grand
Maruti Swift,Maruti,Swift,3,16000,Individual,Petrol,Automatic,22.0,1197,81.8,5,620000,9,4000.0,0.0682804674457429,0.26570048309178745,48000,97914.59999999999,Small,Mass Market,Maruti_Swift
Maruti Alto,Maruti,Alto,7,20000,Individual,Petrol,Manual,23.95,998,67.05,5,270000,49,2500.0,0.06711711711711711,0.35194709772226307,140000,66915.9,Small,Mass Market,Maruti_Alto
Maruti Ertiga,Maruti,Ertiga,6,40000,Dealer,Diesel,Manual,24.52,1248,88.5,7,800000,36,5714.285714285715,0.07085668534827862,0.2739664804469274,240000,110448.0,Small,Mass Market,Maruti_Ertiga
Maruti Swift,Maruti,Swift,6,127000,Dealer,Diesel,Manual,28.4,1248,74.0,5,585000,36,18142.85714285714,0.059247397918334666,0.37866666666666665,762000,92352.0,Small,Mass Market,Maruti_Swift
Hyundai Elantra,Hyundai,Elantra,5,46000,Dealer,Diesel,Automatic,22.7,1582,126.2,5,935000,25,7666.666666666667,0.07972204674668351,0.17845911949685533,230000,199648.4,Mid,Mass Market,Hyundai_Elantra
Maruti Swift Dzire,Maruti,Swift Dzire,2,50000,Individual,Petrol,Manual,21.21,1197,81.8,5,630000,4,16666.666666666668,0.0682804674457429,0.2561594202898551,100000,97914.59999999999,Small,Mass Market,Maruti_Swift Dzire
Maruti Swift Dzire,Maruti,Swift Dzire,7,87500,Individual,Diesel,Manual,23.4,1248,74.0,5,560000,49,10937.5,0.059247397918334666,0.312,612500,92352.0,Small,Mass Market,Maruti_Swift Dzire
Mahindra XUV500,Mahindra,XUV500,9,120456,Dealer,Diesel,Manual,15.1,2179,140.0,7,825000,81,12045.6,0.06422018348623854,0.10709219858156029,1084104,305060.0,Mid,Mass Market,Mahindra_XUV500
Honda City,Honda,City,8,65000,Dealer,Petrol,Manual,17.0,1497,118.0,5,500000,64,7222.222222222223,0.0787716955941255,0.14285714285714285,520000,176646.0,Small,Mass Market,Honda_City
Audi A6,Audi,A6,9,33000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1850000,81,3300.0,0.08853732859319452,0.10083841898134945,297000,343081.44,Mid,Luxury,Audi_A6
Maruti Ciaz,Maruti,Ciaz,5,49000,Dealer,Diesel,Manual,26.21,1248,88.5,5,625000,25,8166.666666666667,0.07085668534827862,0.29284916201117317,245000,110448.0,Small,Mass Market,Maruti_Ciaz
Hyundai i10,Hyundai,i10,8,83677,Dealer,Petrol,Manual,19.81,1086,68.05,5,270000,64,9297.444444444445,0.06260349586016559,0.28689355539464156,669416,73902.3,Small,Mass Market,Hyundai_i10
Maruti Swift Dzire,Maruti,Swift Dzire,6,43290,Trustmark Dealer,Petrol,Manual,20.85,1197,83.14,5,585000,36,6184.285714285715,0.06939899833055092,0.24780128357499406,259740,99518.58,Small,Mass Market,Maruti_Swift Dzire
Hyundai i20,Hyundai,i20,7,44000,Individual,Diesel,Manual,22.54,1396,88.73,5,460000,49,5500.0,0.06351467430207589,0.2511980385601248,308000,123867.08,Small,Mass Market,Hyundai_i20
Maruti Ertiga,Maruti,Ertiga,5,25000,Dealer,Diesel,Manual,24.52,1248,88.5,7,750000,25,4166.666666666667,0.07085668534827862,0.2739664804469274,125000,110448.0,Small,Mass Market,Maruti_Ertiga
Hyundai i20,Hyundai,i20,4,35000,Individual,Petrol,Manual,18.6,1197,81.83,5,550000,16,7000.0,0.06830550918196995,0.22455632017385008,140000,97950.51,Small,Mass Market,Hyundai_i20
Volkswagen Vento,Volkswagen,Vento,8,66000,Dealer,Diesel,Manual,22.27,1498,108.6,5,390000,64,7333.333333333333,0.0724482988659106,0.20319343065693432,528000,162682.8,Small,Mass Market,Volkswagen_Vento
Hyundai Verna,Hyundai,Verna,6,75000,Dealer,Petrol,Automatic,15.74,1591,121.3,5,700000,36,10714.285714285714,0.07619346733668342,0.12869991823385118,450000,192988.3,Mid,Mass Market,Hyundai_Verna
Mini Cooper,Mini,Cooper,6,34000,Dealer,Diesel,Automatic,16.6,1998,112.0,5,1875000,36,4857.142857142857,0.0560280140070035,0.14690265486725665,204000,223776.0,Mid,Luxury,Mini_Cooper
Maruti Celerio,Maruti,Celerio,6,76400,Dealer,Petrol,Automatic,23.1,998,67.04,5,435000,36,10914.285714285714,0.06710710710710711,0.3395061728395062,458400,66905.92000000001,Small,Mass Market,Maruti_Celerio
Hyundai i20,Hyundai,i20,12,85000,Dealer,Petrol,Manual,17.0,1197,80.0,5,275000,144,6538.461538461538,0.0667779632721202,0.20987654320987653,1020000,95760.0,Small,Mass Market,Hyundai_i20
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,57000,Dealer,Diesel,Automatic,14.21,2143,203.0,5,1045000,100,5181.818181818182,0.09468283582089553,0.06965686274509804,570000,435029.0,Mid,Luxury,Mercedes-Benz_E-Class
Maruti Eeco,Maruti,Eeco,1,8200,Individual,Petrol,Manual,16.11,1196,72.42,5,410000,1,4100.0,0.060501253132832084,0.21942250068101332,8200,86614.32,Small,Mass Market,Maruti_Eeco
Hyundai i20,Hyundai,i20,9,74508,Dealer,Diesel,Manual,22.54,1396,88.73,5,435000,81,7450.8,0.06351467430207589,0.2511980385601248,670572,123867.08,Small,Mass Market,Hyundai_i20
Toyota Innova,Toyota,Innova,4,36000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1995000,16,7200.0,0.06222786647314949,0.06585507246376811,144000,472482.5,Large,Mass Market,Toyota_Innova
Honda City,Honda,City,3,5925,Dealer,Petrol,Manual,17.4,1497,117.6,5,1200000,9,1481.25,0.07850467289719626,0.1467116357504216,17775,176047.19999999998,Small,Mass Market,Honda_City
Jaguar XF,Jaguar,XF,6,80000,Dealer,Diesel,Automatic,16.36,2179,187.7,5,2850000,36,11428.57142857143,0.08610091743119265,0.0866984631690514,480000,408998.3,Mid,Luxury,Jaguar_XF
Hyundai Creta,Hyundai,Creta,4,33000,Dealer,Petrol,Manual,13.0,1591,121.3,5,1140000,16,6600.0,0.07619346733668342,0.10629599345870809,132000,192988.3,Mid,Mass Market,Hyundai_Creta
Honda Amaze,Honda,Amaze,3,3919,Dealer,Diesel,Automatic,23.8,1498,78.9,5,895000,9,979.75,0.05263509006004003,0.2978723404255319,11757,118192.20000000001,Small,Mass Market,Honda_Amaze
Tata Tiago,Tata,Tiago,4,11300,Dealer,Petrol,Automatic,23.84,1199,83.83,5,525000,16,2260.0,0.06985833333333333,0.2810326535423789,45200,100512.17,Small,Mass Market,Tata_Tiago
Volkswagen Polo,Volkswagen,Polo,3,26193,Dealer,Petrol,Automatic,17.21,1197,103.6,5,972000,9,6548.25,0.08647746243739565,0.1645315487571702,78579,124009.2,Small,Mass Market,Volkswagen_Polo
Volkswagen Vento,Volkswagen,Vento,8,65000,Dealer,Diesel,Manual,20.54,1598,103.6,5,385000,64,7222.222222222223,0.06479049405878674,0.19636711281070746,520000,165552.8,Mid,Mass Market,Volkswagen_Vento
Hyundai Grand,Hyundai,Grand,3,25000,Individual,Petrol,Manual,18.9,1197,81.86,5,490000,9,6250.0,0.068330550918197,0.2280955829109341,75000,97986.42,Small,Mass Market,Hyundai_Grand
Honda City,Honda,City,7,82911,Dealer,Diesel,Manual,26.0,1498,98.6,5,580000,49,10363.875,0.0657771847898599,0.26104417670682734,580377,147702.8,Small,Mass Market,Honda_City
Honda City,Honda,City,11,65000,Dealer,Petrol,Manual,17.0,1497,118.0,5,325000,121,5416.666666666667,0.0787716955941255,0.14285714285714285,715000,176646.0,Small,Mass Market,Honda_City
Skoda Rapid,Skoda,Rapid,9,78000,Dealer,Diesel,Manual,20.5,1598,103.5,5,375000,81,7800.0,0.0647279549718574,0.19617224880382775,702000,165393.0,Mid,Mass Market,Skoda_Rapid
Tata Harrier,Tata,Harrier,2,22000,Individual,Diesel,Manual,17.0,1956,138.1,5,1500000,4,7333.333333333333,0.07056719468574348,0.12221423436376708,44000,270123.6,Mid,Mass Market,Tata_Harrier
Hyundai Creta,Hyundai,Creta,5,43000,Dealer,Petrol,Automatic,14.8,1591,121.3,5,1050000,25,7166.666666666667,0.07619346733668342,0.12101390024529846,215000,192988.3,Mid,Mass Market,Hyundai_Creta
Hyundai i10,Hyundai,i10,13,78000,Dealer,Petrol,Manual,19.81,1086,68.05,5,260000,169,5571.428571428572,0.06260349586016559,0.28689355539464156,1014000,73902.3,Small,Mass Market,Hyundai_i10
Hyundai i20,Hyundai,i20,4,60000,Individual,Petrol,Manual,17.19,1197,81.86,5,660000,16,12000.0,0.068330550918197,0.20745836350470676,240000,97986.42,Small,Mass Market,Hyundai_i20
Hyundai i20,Hyundai,i20,2,15500,Dealer,Diesel,Manual,22.54,1396,88.73,5,940000,4,5166.666666666667,0.06351467430207589,0.2511980385601248,31000,123867.08,Small,Mass Market,Hyundai_i20
Toyota Innova,Toyota,Innova,11,120000,Individual,Diesel,Manual,12.8,2494,102.0,8,650000,121,10000.0,0.04088176352705411,0.12427184466019418,1320000,254388.0,Mid,Mass Market,Toyota_Innova
Honda Amaze,Honda,Amaze,6,37000,Dealer,Petrol,Manual,18.0,1198,86.7,5,475000,36,5285.714285714285,0.07231025854879067,0.20524515393386544,222000,103866.6,Small,Mass Market,Honda_Amaze
Volkswagen Vento,Volkswagen,Vento,9,120000,Individual,Diesel,Manual,20.54,1598,103.6,5,375000,81,12000.0,0.06479049405878674,0.19636711281070746,1080000,165552.8,Mid,Mass Market,Volkswagen_Vento
Honda Amaze,Honda,Amaze,8,64000,Dealer,Diesel,Manual,25.8,1498,98.6,5,375000,64,7111.111111111111,0.0657771847898599,0.25903614457831325,512000,147702.8,Small,Mass Market,Honda_Amaze
Maruti Swift Dzire,Maruti,Swift Dzire,2,11000,Individual,Petrol,Manual,21.21,1197,81.8,5,600000,4,3666.6666666666665,0.0682804674457429,0.2561594202898551,22000,97914.59999999999,Small,Mass Market,Maruti_Swift Dzire
Mercedes-Benz CLS,Mercedes-Benz,CLS,8,52000,Dealer,Diesel,Automatic,19.4,2143,204.0,4,1200000,64,5777.777777777777,0.09514925373134328,0.0946341463414634,416000,437172.0,Mid,Luxury,Mercedes-Benz_CLS
Nissan Kicks,Nissan,Kicks,2,6200,Individual,Diesel,Manual,19.39,1461,108.0,5,1450000,4,2066.6666666666665,0.07387140902872777,0.17788990825688075,12400,157788.0,Small,Mass Market,Nissan_Kicks
Honda City,Honda,City,3,41000,Dealer,Petrol,Manual,17.4,1497,117.3,5,800000,9,10250.0,0.07830440587449933,0.147083685545224,123000,175598.1,Small,Mass Market,Honda_City
Toyota Innova,Toyota,Innova,5,57000,Dealer,Diesel,Automatic,13.68,2393,147.51,8,1700000,25,9500.0,0.06161654135338346,0.09211500909029695,285000,352991.43,Mid,Mass Market,Toyota_Innova
Skoda Rapid,Skoda,Rapid,8,77000,Dealer,Diesel,Manual,21.14,1498,103.52,5,425000,64,8555.555555555555,0.06905937291527685,0.20225794106391123,616000,155072.96,Small,Mass Market,Skoda_Rapid
Audi A4,Audi,A4,8,38672,Dealer,Diesel,Automatic,15.2,1968,140.8,5,1285000,64,4296.888888888889,0.07150837988826816,0.10719322990126938,309376,277094.4,Mid,Luxury,Audi_A4
Mahindra XUV500,Mahindra,XUV500,4,30000,Dealer,Diesel,Manual,16.0,2179,140.0,7,1575000,16,6000.0,0.06422018348623854,0.11347517730496454,120000,305060.0,Mid,Mass Market,Mahindra_XUV500
Toyota Innova,Toyota,Innova,5,107000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1745000,25,17833.333333333332,0.061737677527151216,0.09193548387096773,535000,353685.4,Mid,Mass Market,Toyota_Innova
Honda Civic,Honda,Civic,13,60000,Individual,Petrol,Manual,13.5,1799,130.0,5,350000,169,4285.714285714285,0.07222222222222222,0.10305343511450382,780000,233870.0,Mid,Mass Market,Honda_Civic
Hyundai i20,Hyundai,i20,11,78500,Individual,Diesel,Manual,23.0,1396,90.0,5,200000,121,6541.666666666667,0.06442376521116679,0.25274725274725274,863500,125640.0,Small,Mass Market,Hyundai_i20
Ford Aspire,Ford,Aspire,5,43652,Dealer,Petrol,Manual,18.16,1196,86.8,5,430000,25,7275.333333333333,0.07251461988304093,0.20683371298405467,218260,103812.8,Small,Mass Market,Ford_Aspire
Toyota Innova,Toyota,Innova,9,120000,Individual,Diesel,Manual,12.99,2494,100.0,7,780000,81,12000.0,0.04008016032064128,0.12861386138613862,1080000,249400.0,Mid,Mass Market,Toyota_Innova
Maruti Swift,Maruti,Swift,7,96000,Individual,Diesel,Manual,25.2,1248,74.0,5,480000,49,12000.0,0.059247397918334666,0.33599999999999997,672000,92352.0,Small,Mass Market,Maruti_Swift
Hyundai i10,Hyundai,i10,12,70000,Dealer,Petrol,Automatic,16.95,1197,78.9,5,235000,144,5384.615384615385,0.06585976627712856,0.21214017521902376,840000,94443.3,Small,Mass Market,Hyundai_i10
Maruti Swift,Maruti,Swift,9,126000,Individual,Petrol,Manual,18.6,1197,85.8,5,315000,81,12600.0,0.07161936560934891,0.2142857142857143,1134000,102702.59999999999,Small,Mass Market,Maruti_Swift
Hyundai Verna,Hyundai,Verna,8,80000,Individual,Diesel,Manual,22.32,1582,126.32,5,800000,64,8888.888888888889,0.07979785217940619,0.175306314797361,640000,199838.24,Mid,Mass Market,Hyundai_Verna
BMW X1,BMW,X1,9,53000,Individual,Diesel,Automatic,17.05,1995,184.0,5,1150000,81,5300.0,0.09218436873747494,0.09216216216216216,477000,367080.0,Mid,Luxury,BMW_X1
Hyundai Grand,Hyundai,Grand,5,33500,Dealer,Diesel,Manual,24.0,1120,70.0,5,365000,25,5583.333333333333,0.06244424620874219,0.3380281690140845,167500,78400.0,Small,Mass Market,Hyundai_Grand
Mahindra Scorpio,Mahindra,Scorpio,6,120000,Individual,Diesel,Manual,15.4,1997,120.0,7,900000,36,17142.85714285714,0.06006006006006006,0.1272727272727273,720000,239640.0,Mid,Mass Market,Mahindra_Scorpio
Honda City,Honda,City,7,68000,Dealer,Diesel,Manual,26.0,1498,98.6,5,505000,49,8500.0,0.0657771847898599,0.26104417670682734,476000,147702.8,Small,Mass Market,Honda_City
Tata Safari,Tata,Safari,5,66000,Individual,Diesel,Manual,14.1,2179,153.86,7,900000,25,11000.0,0.07057798165137616,0.09104998062766369,330000,335260.94,Mid,Mass Market,Tata_Safari
Hyundai Santro,Hyundai,Santro,12,110000,Individual,LPG,Manual,13.45,1086,62.1,5,200000,144,8461.538461538461,0.05712971481140754,0.21315372424722662,1320000,67440.6,Small,Mass Market,Hyundai_Santro
Honda Amaze,Honda,Amaze,6,119621,Dealer,Diesel,Manual,25.8,1498,98.6,5,410000,36,17088.714285714286,0.0657771847898599,0.25903614457831325,717726,147702.8,Small,Mass Market,Honda_Amaze
Mercedes-Benz S-Class,Mercedes-Benz,S-Class,6,19500,Dealer,Diesel,Automatic,13.5,2987,254.79,5,5700000,36,2785.714285714286,0.0852710843373494,0.052777669181750655,117000,761057.73,Large,Luxury,Mercedes-Benz_S-Class
Maruti Ertiga,Maruti,Ertiga,7,46000,Dealer,Petrol,Manual,19.01,1462,103.26,7,595000,49,5750.0,0.07058099794941901,0.18233262996355265,322000,150966.12,Small,Mass Market,Maruti_Ertiga
Ford Freestyle,Ford,Freestyle,3,30000,Individual,Petrol,Manual,19.0,1194,94.68,5,680000,9,7500.0,0.07923012552301256,0.19857859531772573,90000,113047.92000000001,Small,Mass Market,Ford_Freestyle
Maruti Alto,Maruti,Alto,8,35000,Individual,Petrol,Manual,22.74,796,47.3,5,185000,64,3888.8888888888887,0.059347553324968626,0.47080745341614905,280000,37650.799999999996,Small,Mass Market,Maruti_Alto
Maruti Ciaz,Maruti,Ciaz,5,35000,Individual,Diesel,Manual,28.09,1248,88.5,5,680000,25,5833.333333333333,0.07085668534827862,0.31385474860335194,175000,110448.0,Small,Mass Market,Maruti_Ciaz
Maruti Alto,Maruti,Alto,5,28000,Dealer,Petrol,Manual,23.95,998,67.05,5,360000,25,4666.666666666667,0.06711711711711711,0.35194709772226307,140000,66915.9,Small,Mass Market,Maruti_Alto
Honda City,Honda,City,6,90000,Individual,Diesel,Manual,26.0,1498,98.6,5,620000,36,12857.142857142857,0.0657771847898599,0.26104417670682734,540000,147702.8,Small,Mass Market,Honda_City
Mahindra XUV500,Mahindra,XUV500,7,90000,Individual,Diesel,Manual,15.1,2179,140.0,7,780000,49,11250.0,0.06422018348623854,0.10709219858156029,630000,305060.0,Mid,Mass Market,Mahindra_XUV500
